Auteurs;Année;Année de soutenance;Titre;Titre journal;Année;Volume;Issue;Editeur scientifique;Titre ouvrage;Titre du volume;Editeur revue;Volume, Issue, Pages;ISBN;Titre conférence;Commentaire;Date congrès;Ville;Pays;Patent n°;Date de publication;Type de rapport;N°;Organisme de délivrance;Pages;Date de publication;Directeur de thèse;Université de soutenance;Année de soutenance;Organisme de délivrance;DOI;NNT;Pubmed;Référence;ArXiv;Description;Voir aussi;Réf. HAL;Rang HCERES;Rang CNRS
Faustini M., Drisko G., Letailleur A., Salas Montiel R., Boissière C., Catoni A., Haghiri-Gosnet A. M., Lerondel G., Grosso D.;2013;;Self-assembled Titanium Calcium Oxide Nanopatterns as versatile Reactive Nanomasks for Dry Etching Lithographic Transfer with High Selectivity;Nanoscale Research Letters;;5;3;;;;;984-990;;;;;;;;;;;;;;;;;10.1039/C2NR33341D;;;;;;;;;
Folliet N., Gervais C., Costa D., Laurent G., Babonneau F., Stievano L., Lambert J.-F., Tielens F.;2013;;A Molecular Picture of the Adsorption of Glycine in Mesoporous Silica through NMR Experiments Combined with DFT‑D Calculations;Journal of Physical Chemistry C;;117;;;;;;4104-4114;;;;;;;;;;;;;;;;;10.1021/jp312195a;;;;;;;;;
Fontaine O., Touidjine A., Maréchal M., Bonhomme C., Ribot F., Geffroy B., Jousselme B., Sanchez C., Laberty-Robert C.;2013;;One−pot Route To Class II Hybrid Ionogels Electrolytes;New Journal of Chemistry;;38;;;;;;2008-2015;;;;;;;;;;;;;;;;;10.1039/C3NJ01272G;;;;;;;;;
Guangqi E., Drujon T., Correia I., Ploux O., Guianvarc'h D.;2013;;An active site mutant of Escherichia coli cyclopropane fatty acid synthase forms new non-natural fatty acids providing insights on the mechanism of the enzymatic reaction.;Psychological Science;;;;;;;;epub ahead of print;;;;;;;;;;;;;;;;;10.1016/j.biochi.2013.08.007;;23954860;;;;;;;
Guenneau F., Panesar K., Nossov A., Springuel-Huet M.-A., Azais T., Babonneau F., Tourne-Peteilh C., Devoisselle J.-M., Gedeon A.;2013;;Probing the mobility of ibuprofen confined in MCM-41 materials using MAS-PFG NMR and hyperpolarised-Xe-129 NMR spectroscopy;Physical Chemistry Chemical Physics;;15;43;;;;;18805-18808;;;;;;;;;;;;;;;;;10.1039/c3cp52695j;;;;;;;;;
Habib S., Launay F., El Zakhem H., Mazaj M., Guenneau F., Beaunier P., Brouri D., Novak Tušar N., Kaučič V., Gédéon A.;2013;;ZSM-5/SBA-15 microporous/mesoporous composites prepared by a microwave-assisted zeolitisation of Al-SBA-15 mesoporous solids;Materials Research Bulletin;;48;;;;;;1288-1295;;;;;;;;;;;;;;;;;;;;;;;;;;
Hamd W., Chavarot-Kerlidou M., Fize J., Muller G., Leyris A., Matheron M., Courtin E., Fontecave M., Sanchez C., Artero V., Laberty-Robert C.;2013;;Dye-Sensitized Nanostructured Crystalline Mesoporous Tin-doped Indium Oxide Films with Tunable Thickness for Photoelectrochemical Applications.;J Mater Chem A Mater Energy Sustain;;1;28;;;;;8217-8225;;;;;;;;;;;;;;;;;10.1039/C3TA10728K;;24404381;;;;;;;
Kinadjian N., Le Bechec M., Pigot T., Dufour F., Durupthy O., Bentaleb A., Prouzet E., Lacombe S., Backov R.;2013;;Photocatalytic TiO2 Macroscopic Fiber Obtained through Integrative Chemistry;Materials Research Society Symposia Proceedings;;1492;;;;;;pp. 1- 6;;;;;;;;;;;;;;;;;;;;;;;;;;
Lacanilao A., Wallez G., Mazerolles L., Buissette V., Le Mercier T., Aurissergues F., Trichet M.-F., Dupre N., Pavageau B., Servant L., Viana B.;2013;;A structural approach of the flux effect on blue phosphor BAM:Eu (BaMgAl10O17:Eu2+);Materials Research Bulletin;;48;8;;;;;2960;;;;;;;;;;;;;;;;;10.1016/j.materresbull.2013.04.044;;;;;;;;;
Le Ouay B., Coradin T., Laberty-Robert C.;2013;;Mass Transport Properties of Silicified Graphite Felt Electrodes;Journal of Physical Chemistry C;;117;31;;;;;15918-15923;;;;;;;;;;;;;;;;;10.1021/jp403990m;;;;;;;;;
Leroy C. M., Cardinal T., Jubera V., Aymonier C., Treguer-Delapierre M., Boissière C., Grosso D., Sanchez C., Viana B., Pellé F.;2013;;Luminescence properties of ZrO2 mesoporous thin films doped with Eu3+ and Agn;Microporous and Mesoporous Materials;;170;;;;;;123-130;;;;;;;;;;;;;;;;;10.1016/j.micromeso.2012.11.014;;;;;;;;;
Marchat D., Zymelka M., Coelho C., Gremillard L., Joly-Pottuz L., Babonneau F., Esnouf C., Chevalier J., Bernache-Assollant D.;2013;;Accurate characterization of pure silicon-substituted hydroxyapatite powders synthesized by a new precipitation route;Acta Materialia;;9;6;;;;;6992-7004;;;;;;;;;;;;;;;;;10.1016/j.actbio.2013.03.011;;;;;;;;;
Mignot A., Truillet C., Lux F., Sancey L., Louis C., Denat F., Boschetti F., Bocher L., Gloter A., Stéphan O., Antoine R., Dugourd P., Luneau D., Novitchi G., Figueiredo L. C., De Morais P. C., Bonneviot L., Albela B., Ribot F., Van Lokeren L., Déchamps-Olivier I., Chuburu F., Lemercier G., Villiers C., Marche P. N., Le Duc G., Roux S., Tillement O., Perriat P.;2013;;a top-down synthesis route to ultrasmall multifunctional Gd-based nanoparticles for theranostic applications;Chemistry - A European Journal;;19;19;;;;;6122-6136;;;;;;;;;;;;;;;;;10.1002/chem.201203003;;;;;;;;;
Miller S., Alvarez E., Fradcourt L., Devic T., Wuttke S., Wheatley P., Steunou N., Bonhomme C., Gervais C., Laurencin D., Morris R., Vimont A., Daturi M., Horcajada P., Serre C.;2013;;A rare example of a porous Ca-MOF for the controlled release of biologically active NO;Chemical Communications;;49;;;;;;7773;;;;;;;;;;;;;;;;;10.1039/C3CC41987H;;;;;;;;;
Nguyen C., Bazin D., Daudon M., Chatron-Colliet A., Hannouche D., Bianchi A., Côme D., So A., Busso N., Lioté F., Ea H.-K.;2013;;Revisiting spatial distribution and biochemical composition of calcium-containing crystals in human osteoarthritic articular cartilage.;Arthritis Research & Therapy;;15;5;;;;;R103;;;;;;;;;;;;;;;;;10.1186/ar4283;;24004678;;;;;;;
Pallier C., Georges C., Patrick W., Francis T., Christel G., Fausto Pallier S.;2013;;Structural changes of CVD Si-B-C coating under thermal annealing;Surface & Coatings Technology;;215;;;;;;178-185;;;;;;;;;;;;;;;;;10.1016/j.surfcoat.2012.07.087;;;;;;;;;
Perineau F., Rosticher C., Rozes L., Chanéac C., Sanchez C., Constantin D., Dozov I., Davidson P., Rochas C.;2013;;Hybrid Nanocomposites with Tunable Alignment of the Magnetic Nanorod Filler;ACS Applied Materials & Interfaces;;6;3;;;;;1583-1588;;;;;;;;;;;;;;;;;10.1021/am404313s;;;;;;;;;
Planchon M., Ferrari R., Guyot F., Gélabert A., Menguy N., Chanéac C., Thill A., F. Benedetti M., Spalla O.;2013;;Interaction between Escherichia coli and TiO2 nanoparticles in natural and artificial waters;Colloids and Surfaces B: Biointerfaces;;102;;;;;;158-164;;;;;;;;;;;;;;;;;10.1016/j.colsurfb.2012.08.034;;;;;;;;;
Pourpoint F., Thankamony A. S. L., Volkringer C., Loiseau T., Trébosc J., Aussenac F., Carnevale D., Bodenhausen G., Vezin H., Lafon O., Amoureux J.-P.;2013;;Probing (27)Al-(13)C proximities in metal-organic frameworks using dynamic nuclear polarization enhanced NMR spectroscopy.;Chemical Communications;;;;;;;;epub ahead of print;;;;;;;;;;;;;;;;;10.1039/c3cc47208f;;24301188;;;;;;;
Preitner F., Laverriere-Loss A., Metref S., Da Costa A., Moret C., Rotman S., Bazin D., Daudon M., Sandt C., Dessombz A., Thorens B.;2013;;Urate-induced acute renal failure and chronic inflammation in liver-specific Glut9 knockout mice;AJP Renal Physiology / Am J Physiol Renal Physiol;;305;5;;;;;F786-95;;;;;;;;;;;;;;;;;10.1152/ajprenal.00083.2013;;23804456;;;;;;;
Saison T., Gras P., Chemin N., Chanéac C., Durupthy O., Brezova V., Colbeau-Justin C., Jolivet J.-P.;2013;;New Insights into Bi2WO6 Properties as a Visible-Light Photocatalyst;Journal of Physical Chemistry C;;117;;;;;;22656-22666;;;;;;;;;;;;;;;;;10.1021/jp4048192;;;;;;;;;
Sallard S., Schröder M., Boissière C., Dunkel C., Etienne M., Walcarius A., Oekermann T., Wark M., Smarsly B. M.;2013;;Bimodal mesoporous titanium dioxide anatase films templated by a block polymer and an ionic liquid: influence of the porosity on the permeability;Nanoscale;;5;24;;;;;12316-12329;;;;;;;;;;;;;;;;;10.1039/c3nr02732e;;24162460;;;;;;;
Sel O., To Thi Kim L., Debiemme-Chouvy C., Gabrielli C., Laberty-Robert C., Perrot H.;2013;;Determination of the diffusion coefficient of protons in Nafion thin films by ac-electrogravimetry.;Langmuir;;29;45;;;;;13655-13660;;;;;;;;;;;;;;;;;10.1021/la401453e;;24131383;;;;;;;
Sene S., Reinholdt M., Renaudin G., Berthomieu D., Zicovich-Wilson C., Gervais C., Gaveau P., Bonhomme C., Filinchuk Y., Smith M., Nedelec J.-M., Bégu S., Mutin H., Laurencin D.;2013;;Boronate Ligands in Materials: Determining Their Local Environment by Using a Combination of IR/Solid-State NMR Spectroscopies and DFT Calculations;Chemistry - A European Journal;;19;;;;;;880-891;;;;;;;;;;;;;;;;;10.1002/chem.201203560;;;;;;;;;
Sene S., Bouchevreau B., Martineau C., Gervais C., Bonhomme C., Gaveau P., Mauri F., Bégu S., Mutin H., Smith M., Laurencin D.;2013;;Structural study of calcium phosphonates: a combined synchrotron powder diffraction, solid-state NMR and first-principle calculations approach;CrystEngComm;;15;;;;;;8763;;;;;;;;;;;;;;;;;10.1039/c3ce40981c;;;;;;;;;
Sette A., Spadavecchia J., Landoulsi J., Casale S., Haye B., Crociani O., Arcangeli A.;2013;;Development of novel anti-Kv 11.1 antibody-conjugated PEG-TiO2 nanoparticles for targeting pancreatic ductal adenocarcinoma cells;Journal of Nanoparticle Research;;15;;;;;;2111;;;;;;;;;;;;;;;;;10.1007/s11051-013-2111-6;;;;;;;;;
Shi L., Carn F., Boué F., Mosser G., Buhler E.;2013;;Control over the Electrostatic Self-assembly of Nanoparticle Semiflexible Biopolyelectrolyte Complexes;Soft Matter;;9;;;;;;5004-5015;;;;;;;;;;;;;;;;;10.1039/C3SM27138B;;;;;;;;;
Silvent J., Nassif N., Helary C., Azaıs T., Sire J.-Y., Giraud Guille M.-M.;2013;;Collagen Osteoid-Like Model Allows Kinetic Gene Expression Studies of Non-Collagenous Proteins in Relation with Mineral Development to Understand Bone Biomineralization;PLoS ONE;;8;2;;;;;e57344;;;;;;;;;;;;;;;;;10.1371/journal.pone.0057344;;;;;;;;;
Vallée A., Train C., Roux C.;2013;;Synthesis and Properties of a Thermochromic Spin Crossover Fe<sup>II</sup> Complex: An Undergraduate Coordination Chemistry Laboratory Experiment;Journal of Chemical Education;;90;8;;;;;1071-1076;;;;;;;;;;;;;;;;;10.1021/ed4000487;;;;;;;;;
Van Nieuwenhuyse P., Bounor-Legaré V., Bardollet P., Cassagnau P., Michel A., David L., Babonneau F., Camino G.;2013;;Phosphorylated silica/polyamide 6 nanocomposites synthesis by in situ sol-gel method in molten conditions: Impact on the fire-retardancy;Polymer Degradation and Stability;;98;;;;;;2635-2644;;;;;;;;;;;;;;;;;10.1016/j.polymdegradstab.2013.09.027;;;;;;;;;
Volatron F., Cheng X., Albouy P., Akrour L., Borta A., Pinault M., Etcheberry A., Perez H.;2013;;Porous electrodes based on platinum capped electrocatalyst: Combining thermal treatment XPS analysis and electrochemistry give evidence for the stabilizing role of the thiol capping agent on the Pt dispersion and core feature;Electrochimica Acta;;91;;;;;;344-352;;;;;;;;;;;;;;;;;10.1016/j.electacta.2013.01.010;;;;;;;;;
Yi H., Balan E., Gervais C., Segalen L., Fayon F., Roche D., Person A., Morin G., Guillaumet M., Blanchard M., Lazzeri M., Babonneau F.;2013;;A carbonate-fluoride defect model for carbonate-rich fluorapatite;American Mineralogist;;98;;;;;;1066-1069;;;;;;;;;;;;;;;;;10.2138/am.2013.4445;;;;;;;;;
Adem Z., Guenneau F., Springuel-Huet M.-A., Gedeon A., Iapichella J., Cacciaguerra T., Galarneau A.;2012;;Diffusion Properties of Hexane in Pseudomorphic MCM-41 Mesoporous Silicas Explored by Pulsed Field Gradient NMR;Journal of Physical Chemistry C;;116;25;;;;;13749-13759;;;;;;;;;;;;;;;;;10.1021/jp210577t;;;;;;;;;
Ali Ahmad M., Prelot B., Razafitianamaharavo A., Douillard J.-M., Zajac J., Dufour F., Durupthy O., Chanéac C., Villiéras F.;2012;;Influence of Morphology and Crystallinity on Surface Reactivity of Nanosized Anatase TiO2 Studied by Adsorption Techniques. 1. The Use of Gaseous Molecular Probes;Journal of Physical Chemistry C;;116;46;;;;;24596−24606;;;;;;;;;;;;;;;;;10.1021/jp307707h;;;;;;;;;
Altendorf H., Decencière E., Jeulin D., De Sa Peixoto P., Deniset-Besseau A., Angelini E., Mosser G., Schanne-Klein M.-C.;2012;;Imaging and 3D morphological analysis of collagen fibrils;Journal of Microscopy;;247;2;;;;;161-175;;;;;;;;;;;;;;;;;10.1111/j.1365-2818.2012.03629.x;;;;;;;;;
Baldinozzi G., Muller G., Laberty-Robert C., Gosset D., Simeone D., Sanchez C.;2012;;Probing Properties, Stability, and Performances of Hierarchical Mesoporous Materials with Nanoscale Interfaces;J. Phys. Chem. C;;116;14;;;;;7658-7663;;;;;;;;;;;;;;;;;10.1021/jp211872z;;;;;;;;;
Bancelin S., Aimé C., Coradin T., Schanne-Klein M.-C.;2012;;In situ three-dimensional monitoring of collagen fibrillogenesis using SHG microscopy.;Biomedical optics express;;3;6;;;;;1446-54;;;;;;;;;;;;;;;;;10.1364/BOE.3.001446;;22741089;;;;;;;
Bazin D., Daudon M., Combes C., Rey C.;2012;;Characterization and Some Physicochemical Aspects of Pathological Microcalcifications;Chemical Reviews;;vol. 112;;;;;;pp. 5092-5120;;;;;;;;;;;;;;;;;10.1021/cr200068d;;;;;;;;;
Blanc L., Tetelin A., Boissière C., Tortissier G., Dejous C., Rebière D.;2012;;Love Wave Characterization of the Shear Modulus Variations of Mesoporous Sensitive Films During Vapor Sorption;IEEE Sensors Journal;;12;5;;;;;1442-1449;;;;;;;;;;;;;;;;;;;;;;;;;;
Bonhomme C., Gervais C., Folliet N., Pourpoint F., Coelho Diogo C., Lao J., Jallot E., Lacroix J., Nedelec J.-M., Iuga D., Hanna J., Smith M., Xiang Y., Du J., Laurencin D.;2012;;(87)Sr solid-state NMR as a structurally sensitive tool for the investigation of materials: antiosteoporotic pharmaceuticals and bioactive glasses.;Journal of the American Chemical Society;;134;30;;;;;12611-12628;;;;;;;;;;;;;;;;;10.1021/ja303505g;;22738329;;;;;;;
Brayner R., Coradin T., Beaunier P., Greneche J. M., Djediat C., Yéprémian C., Couté A., Fievet F.;2012;;Intracellular biosynthesis of superparamagnetic 2-lines ferri-hydrite nanoparticles using Euglena gracilis microalgae;Colloids and Surfaces B: Biointerfaces;;93;;;;;;20-23;;;;;;;;;;;;;;;;;10.1016/j.colsurfb.2011.10.014;;;;;;;;;
Carenco S., Boissière C., Mézailles N., Sanchez C.;2012;;Metal phosphides: a revival at the nanoscale;Actualite Chimique;;;362;;;;;22-28;;;;;;;;;;;;;;;;;;;;;;;;;;
Carenco S., Leyva-Pérez A., Concepcion P., Boissière C., Mézailles N., Sanchez C., Corma A.;2012;;Nickel phosphide nanocatalysts for the chemoselective hydrogenation of alkynes;Dalton Transactions;;7;1;;;;;21-28;;;;;;;;;;;;;;;;;10.1016/j.nantod.;;;;;;;;;
Carenco S., Labouille S., Bouchonnet S., Boissiere C., Le Goff X.-F., Sanchez C., Mezailles N.;2012;;Revisiting the Molecular Roots of a Ubiquitously Successful Synthesis: Nickel(0) Nanoparticles by Reduction of [Ni(acetylacetonate)(2)];Chemistry - A European Journal;;18;44;;;;;14165-14173;;;;;;;;;;;;;;;;;10.1002/chem.201201071;;22996804;;;;;;;
Carn F., Boué F., Djabourov M., Steunou N., Coradin T., Livage J., Floquet S., Cadot E., Buhler E.;2012;;Biopolymer folding driven nanoparticle reorganization in typical bionanocomposites;Soft Matter;;8;;;;;;2930-2944;;;;;;;;;;;;;;;;;10.1039/c2sm06666a;;;;;;;;;
Chemin N., Rozes L., Chanéac C., Cassaignon S., Le Bourhis E., Jolivet J.-P., Barthel E., Sanchez C.;2012;;Influence of Structure and Organic-Inorganic Phase Interactions on Coating Mechanical Properties in the Ternary Goethite:Poly(HEMA):Silica System;European Journal of Inorganic Chemistry;;16;SI;;;;;2675-2683;;;;;;;;;;;;;;;;;10.1002/ejic.201290050;;;;;;;;;
Conte D. E., Mouyane M., Stievano L., Fraisse B., Sougrati M. T., Olivier-Fourcade J., Willmann P., Jordy C., Artus M., Cassaignon S., Driezen K., Jumas J.-C.;2012;;A combined Mössbauer Spectroscopy and X-Ray Diffraction operando study of Sn-based composite anode materials for Li-ion accumulators;Journal of Solid State Electrochemistry;;16;12;;;;;3837-3848;;;;;;;;;;;;;;;;;10.1007/s10008-012-1824-2;;;;;;;;;
De Los Cobos O., Fousseret B., Lejeune M., Rossignol F., Colas M., Carrion C., Boissière C., Ribot F., Sanchez C., Cattoën X., Wong Chi Man M., Durand J.-O.;2012;;Tunable Multifunctional Mesoporous Silica Microdots Arrays by Combination of Inkjet Printing, EISA, and Click Chemistry;Chemistry of Materials;;24;;;;;;4337-4342;;;;;;;;;;;;;;;;;10.1021/cm3022769;;;;;;;;;
Derenne S., Coelho C., Anquetil C., Szopa C., Rahman A. S., Mcmillan P. F., Corà F., Pickard C. J., Quirico E., Bonhomme C.;2012;;New insights into the structure and chemistry of Titan's tholins via13C and 15N solid state nuclear magnetic resonance spectroscopy;Icarus;;221;2;;;;;844-853;;;;;;;;;;;;;;;;;10.1016/j.icarus.2012.03.003;;;;;;;;;
Fontaine O., Laberty-Robert C., Sanchez C.;2012;;Sol-Gel Route to Zirconia-Pt-Nanoelectrode Arrays 8 nm in Radius: Their Geometrical Impact in Mass Transport;Langmuir;;;;;;;;3650-3657;;;;;;;;;;;;;;;;;10.1021/la202651b;;;;;;;;;
Guy B., Moutte J., Millan T., Lecolier E., Parra T.;2012;;Carbonation of a portland cement under geological conditions;Global Science Technology Forum;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guy B., Moutte J., Millan T., Parra T., Lecolier E.;2012;;Optimization of thermodynamic data of some calcium silicate hydrates;Global Science Technology Forum;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Halby L., Champion C., Sénamaud-Beaufort C., Ajjan S., Drujon T., Rajavelu A., Ceccaldi A., Jurkowska R., Lequin O., Nelson W. G., Guy A., Jeltsch A., Guianvarc'h D., Ferroud C., Arimondo P. B.;2012;;Rapid synthesis of new DNMT inhibitors derivatives of procainamide.;ChemBioChem;;13;(1);;;;;157-65;;;;;;;;;;;;;;;;;10.1002/cbic.201100522;;22170584;;;;;;;
Hamd W., Cobo S., Fize J., Baldinozzi G., Schwartz W., Reymermier M., Pereira A., Fontecave M., Artero V., Laberty-Robert C., Sanchez C.;2012;;Mesoporous alpha-Fe2O3 thin films synthesized via the sol-gel process for light-driven water oxidation;Physical Chemistry Chemical Physics;;14;38;;;;;13224-13232;;;;;;;;;;;;;;;;;10.1039/c2cp42535a;;;;;;;;;
Hamd W., Cobo S., Fize J., Baldinozzi G., Schwartz W., Reymermier M., Pereira A., Fontecave M., Artero V., Laberty-Robert C., Sanchez C.;2012;;Mesoporous α-Fe2O3 thin films synthesized via the sol-gel process for light-driven water oxidation.;Physical Chemistry Chemical Physics;;14;38;;;;;13224-32;;;;;;;;;;;;;;;;;10.1039/c2cp42535a;;22911106;;;;;;;
Hebert C., Petitmangin A., Perriere J., Millon E., Petit A., Binet L., Barboux P.;2012;;Phase separation in oxygen deficient gallium oxide films grown by pulsed-laser deposition;Materials Chemistry and Physics;;133;1;;;;;135-139;;;;;;;;;;;;;;;;;10.1016/j.matchemphys.2011.12.078;;;;;;;;;
Jaber M., Ribot F., Binet L., Briois V., Cassaignon S., Rao K. J., Livage J., Steunou N.;2012;;Ex Situ X-ray Diffraction, X-ray Absorption Near Edge Structure, Electron Spin Resonance, and Transmission Electron Microscopy Study of the Hydrothermal Crystallization of Vanadium Oxide Nanotubes: An Insight into the Mechanism of Formation;The Journal of Physical Chemistry C;;117;10;;;;;5446-5452;;;;;;;;;;;;;;;;;10.1021/jp3091039;;;;;;;;;
Kinadjian N., Le Bechec M., Pigot T., Dufour F., Durupthy O., Bentaleb A., Prouzet E., Lacombe S., Backov R.;2012;;Photocatalytic TiO2 Macroscopic Fibers Obtained Through Integrative Chemistry;European Journal of Inorganic Chemistry;;;;;;;;pp. 5350-5359;;;;;;;;;;;;;;;;;10.1002/ejic.201200731;;;;;;;;;
Laurencin D., Gervais C., Stork H., Krämer S., Massiot D., F. Fayon A.;2012;;25Mg Solid-State NMR of Magnesium Phosphates: High Magnetic Field Experiments and Density Functional Theory Calculations,;The Journal of Physical Chemistry C;;116;;;;;;19984-19995;;;;;;;;;;;;;;;;;;;;;;;;;;
Laurencin D., Gervais C., Stork H., Krämer S., Massiot D., Fayon F.;2012;;25Mg Solid-State NMR of Magnesium Phosphates: High Magnetic Field Experiments and Density Functional Theory Calculations;Journal of Physical Chemistry C;;116;;;;;;19984-19995;;;;;;;;;;;;;;;;;10.1021/jp307456m;;;;;;;;;
Mann S., Eveleigh L., Lequin O., Ploux O.;2012;;A microplate fluorescence assay for DAPA aminotransferase by detection of the vicinal diamine 7,8-diaminopelargonic acid.;Analytical Biochemistry;;;;;;;;epub ahead of print;;;;;;;;;;;;;;;;;10.1016/j.ab.2012.09.038;;23068037;;;;;;;
Matheron L., Clavier S., Diebate O., Karoyan P., Bolbach G., Guianvarc'h D., Sachon E.;2012;;Improving the Selectivity of the Phosphoric Acid β-Elimination on a Biotinylated Phosphopeptide.;Journal of The American Society for Mass Spectrometry;;;;;;;;epub ahead of print;;;;;;;;;;;;;;;;;10.1007/s13361-012-0467-y;;22956181;;;;;;;
Nikel O., Laurencin D., Bonhomme C., Sroga G., Besdo S., Lorenz A., Vashishth D.;2012;;Solid State NMR Investigation of Intact Human Bone Quality: Balancing Issues and Insight into the Structure at the Organic−Mineral Interface;Journal of Physical Chemistry C;;116;;;;;;6320-6331;;;;;;;;;;;;;;;;;10.1021/jp2125312;;;;;;;;;
Piani L., Robert F., Beyssac O., Binet L., Bourot-Denise M., Derenne S., Le Guillou C., Marrocchi Y., Mostefaoui S., Rouzaud J.-N., Thomen A.;2012;;Structure, composition, and location of organic matter in the enstatite chondrite Sahara 97096 (EH3);Meteoritics & Planetary Science;;47;1;;;;;8-29;;;;;;;;;;;;;;;;;10.1111/j.1945-5100.2011.01306.x;;;;;;;;;
Ricaud S., Lyberis A., Stevenson A., Suganuma A., Druon F., Herbst F., Vivien D., Gredin P., Mortier M.;2012;;Effect of Yb3+ concentration on optical properties of Yb:CaF2 transparent ceramics;Optical Materials;;34;6;;;;;965-968;;;;;;;;;;;;;;;;;;;;;;;;;;
Ricaud S., Jaffres A., Wentsch K., Suganuma A., Viana B., Loiseau P., Weichelt B., Abdou-Ahmed M., Voss A., Graf T., Rytz D., Hönninger C., Mottay E., Georges P., Druon F.;2012;;Femtosecond Yb:CaGdAlO4 thin-disk oscillator;Optics Letters;;37;19;;;;;3984;;;;;;;;;;;;;;;;;10.1364/OL.37.003984;;;;;;;;;
Schlienger S., Alauzun J., Michaux F., Vidal L., Parmentier J., Gervais C., Babonneau F., Bernard S., Miele P., Parra J. B.;2012;;Micro-, Mesoporous Boron Nitride-Based Materials Templated from Zeolites;Chemistry of Materials;;24;;;;;;88;;;;;;;;;;;;;;;;;10.1021/cm201938h;;;;;;;;;
Shi L., Carn F., Boué F., Mosser G., Buhler E.;2012;;Nanorods of Well-Defined Length and Monodisperse Cross-Section Obtained from Electrostatic Complexation of Nanoparticles with a Semiflexible Biopolymer;ACS Macro Letters;;1;3;;;;;857-861;;;;;;;;;;;;;;;;;10.1021/mz300200y;;;;1210.5695;;;;;
Steunou N., Mousty C., Durupthy O., Roux C., Laurent G., Simonnet-Jégat C., Vigneron J., Etcheberry A., Bonhomme C., Livage J., Coradin T.;2012;;A general route to nanostructured M[V3O8] and Mx[V6O16] (x = 1 and 2) and their first evaluation for building enzymatic biosensors;Journal of Materials Chemistry;;22;;;;;;15291-15302;;;;;;;;;;;;;;;;;;;;;;;;;;
Vekhoff P., Duca M., Guianvarc'h D., Benhida R., Arimondo P. B.;2012;;Sequence-specific base pair mimics are efficient topoisomerase IB inhibitors.;Biochemistry;;51;(1);;;;;43-51;;;;;;;;;;;;;;;;;10.1021/bi2012959;;22124209;;;;;;;
Violle C., Enquist B. J., Mcgill B. J., Jiang L., Albert C. H., Hulshof C., Jung V., Messier J.;2012;;Viva la variance! A reply to Nakagawa & Schielzeth;Trends in Ecology and Evolution;;27;9;;;;;475-476;;;;;;;;;;;;;;;;;10.1016/j.tree.2012.06.004;;;;;;;;;
Weeber J.-C., Hassan K., Saviot L., Dereux A., Boissiere C., Durupthy O., Chaneac C., Burov E., Pastouret A.;2012;;Efficient photo-thermal activation of gold nanoparticle-doped polymer plasmonic switches;Optics Express;;20;;;;;;27636-27649;;;;;;;;;;;;;;;;;;;;;;;;;;
Weiss L., Tazibt A., Tidu A., Aillerie M.;2012;;Water density and polarizability deduced from the refractive index determined by interferometric measurements up to 250 MPa;The Journal of Chemical Physics;;136;12;;;;;;;;;;;;;;;;;;;;;;10.1063/1.3698481;;;;;;;;;
Alauzun J., Simona U., Brun N., Bernard S., Miele P., Backov R., Sanchez C.;2011;;Novel monolith-type boron nitride hierarchical foams obtained through integrative chemistry;Journal of Materials Chemistry;;21;;;;;;14025;;;;;;;;;;;;;;;;;10.1039/c1jm12751a;;;;;;;;;
Auteurs;Année;Année de soutenance;Titre;Titre journal;Année;Volume;Issue;Editeur scientifique;Titre ouvrage;Titre du volume;Editeur revue;Volume, Issue, Pages;ISBN;Titre conférence;Commentaire;Date congrès;Ville;Pays;Patent n°;Date de publication;Type de rapport;N°;Organisme de délivrance;Pages;Date de publication;Directeur de thèse;Université de soutenance;Année de soutenance;Organisme de délivrance;DOI;NNT;Pubmed;Référence;ArXiv;Description;Voir aussi;Réf. HAL;Rang HCERES;Rang CNRS
Balti I., Mezni A., Dakhlaoui-Omrani A., Leone P., Viana B., Brinza O., Smiri L.-S., Jouini N.;2011;;Comparative Study of Ni- and Co-Substituted ZnO Nanoparticles: Synthesis, Optical, and Magnetic Properties;Journal of Physical Chemistry C;;115;32;;;;;15758;;;;;;;;;;;;;;;;;10.1021/jp201916z;;;;;;;;;
Blanc L., Gammoudi I., Tarbague H., Boissière C., Kalfat R., Déjous C., Tetelin A., Rebière D.;2011;;Increased Sensitivity of Love Wave Delay-Lines for Heavy Metal Detection through the Deposition of a Mesoporous TiO2 Coating;ECS Transactions;;39;1;;;;;337-343;;;;;;;;;;;;;;;;;;;;;;;;;;
Blanc L., Tetelin A., Boissière C., Tortissier G., Lachaud J.-L., Déjous C., Rebière D.;2011;;Mesostructured TiO2 and SiO2 as high specific surface area coatings for vapour Love wave sensors;Sensor letters;;9;;;;;;1-4;;;;;;;;;;;;;;;;;10.1166/sl.2011.1611;;;;;;;;;
Bourezzou M., Maillard A., Maillard R., Villeval P., Aka G., Lejay J., Loiseau P., Rytz D.;2011;;Crystal defects revealed by Schlieren photography and chemical etching in nonlinear single crystal LYSB;Optical Materials Express;;1;8;;;;;1569-1576;;;;;;;;;;;;;;;;;;;;;;;;;;
